DateTime,zone1,zone2,zone3,zone4,zone5,zone6,zone7
8/25/23 21:10,"142,98","186,32","193,49","115,90","15,21","39,06","213,25"
8/25/23 21:20,"143,84","182,45","193,09","114,51","16,10","38,84","212,82"
8/25/23 21:30,"145,24","177,36","187,74","115,10","15,61","39,81","211,11"
8/25/23 21:40,"145,17","177,45","184,19","111,25","14,41","39,07","210,59"
8/25/23 21:50,"142,85","174,51","185,35","102,49","14,00","38,69","203,58"
8/25/23 22:00,"141,92","174,08","182,24","97,28","12,65","39,38","203,34"
8/25/23 22:10,"142,88","173,57","179,93","93,09","10,80","39,31","204,25"
8/25/23 22:20,"143,38","174,87","180,35","92,22","10,66","39,24","211,92"
8/25/23 22:30,"143,23","169,30","178,03","90,88","10,33","39,01","213,38"
8/25/23 22:40,"144,28","167,58","178,82","88,65","10,85","38,41","208,38"
8/25/23 22:50,"140,40","164,54","186,48","76,95","11,18","38,12","208,38"
8/25/23 23:00,"137,08","164,46","188,05","77,68","11,21","38,34","212,42"
8/25/23 23:10,"136,52","161,40","188,92","81,37","11,50","38,67","215,65"
8/25/23 23:20,"135,83","161,43","185,65","84,98","10,98","38,62","222,91"
8/25/23 23:30,"134,49","166,53","187,33","86,18","11,58","37,89","227,46"
8/25/23 23:40,"133,68","166,32","187,11","86,11","11,22","37,92","221,46"
8/25/23 23:50,"133,41","164,97","195,96","85,47","11,18","38,23","214,86"
8/26/23 0:00,"133,57","165,43","193,03","85,66","11,08","38,08","224,75"
8/26/23 0:10,"133,65","168,06","193,76","85,29","10,37","37,57","213,59"
8/26/23 0:20,"131,92","168,10","192,93","85,25","10,34","37,47","210,48"
8/26/23 0:30,"129,04","172,28","191,46","85,57","10,69","36,98","215,42"
8/26/23 0:40,"127,64","173,30","192,50","85,69","10,80","36,10","215,24"
8/26/23 0:50,"127,20","173,08","190,88","85,07","11,07","35,98","207,71"
8/26/23 1:00,"127,04","167,62","186,79","84,80","11,17","35,79","209,37"
8/26/23 1:10,"127,71","162,81","184,37","84,93","10,76","34,78","211,49"
8/26/23 1:20,"125,80","162,86","179,15","84,28","9,94","34,44","205,76"
8/26/23 1:30,"123,28","160,10","178,38","84,33","9,78","34,02","206,40"
8/26/23 1:40,"123,07","157,58","178,78","84,21","9,65","33,51","206,85"
8/26/23 1:50,"121,03","157,04","179,92","80,00","9,53","33,48","202,96"
8/26/23 2:00,"123,10","157,07","176,60","78,31","9,34","33,31","201,30"
8/26/23 2:10,"124,29","153,96","175,26","78,01","9,13","32,92","200,09"
8/26/23 2:20,"124,07","152,64","175,86","83,58","8,67","32,69","203,03"
8/26/23 2:30,"123,55","150,24","176,23","83,55","9,25","32,00","201,99"
8/26/23 2:40,"121,54","150,11","177,73","83,69","8,99","31,61","197,58"
8/26/23 2:50,"122,34","148,35","180,57","83,48","8,45","31,20","200,46"
8/26/23 3:00,"120,20","146,05","178,64","83,09","8,42","31,34","200,91"
8/26/23 3:10,"116,20","144,44","176,65","82,94","8,39","31,29","205,60"
8/26/23 3:20,"121,39","145,43","176,70","83,54","8,23","30,79","202,96"
8/26/23 3:30,"122,29","144,80","176,83","83,69","8,25","30,65","202,48"
8/26/23 3:40,"121,72","146,80","183,33","83,01","9,84","30,71","201,94"
8/26/23 3:50,"122,00","146,73","188,30","83,09","13,35","30,13","203,00"
8/26/23 4:00,"120,39","144,71","186,23","83,22","11,75","29,82","206,57"
8/26/23 4:10,"120,61","142,76","185,31","83,31","10,97","29,82","208,50"
8/26/23 4:20,"120,59","143,82","183,83","82,88","10,82","29,68","207,46"
8/26/23 4:30,"119,80","139,97","183,07","82,94","8,99","29,02","208,23"
8/26/23 4:40,"119,23","138,76","183,70","83,14","10,44","29,43","209,68"
8/26/23 4:50,"114,60","139,21","184,10","83,23","10,89","29,08","207,18"
8/26/23 5:00,"117,43","138,60","183,13","82,90","11,86","28,90","209,27"
8/26/23 5:10,"114,78","137,84","182,74","83,09","11,64","28,72","213,49"
8/26/23 5:20,"113,91","136,48","180,21","83,64","12,17","28,55","206,48"
8/26/23 5:30,"113,51","137,97","179,73","83,34","13,52","28,95","210,82"
8/26/23 5:40,"110,27","137,06","163,35","82,48","13,98","28,40","206,26"
8/26/23 5:50,"114,44","136,82","161,93","82,74","13,28","28,11","207,32"
8/26/23 6:00,"113,61","141,77","158,64","82,66","14,54","28,65","179,13"
8/26/23 6:10,"112,25","144,49","160,10","83,54","13,66","29,74","175,57"
8/26/23 6:20,"110,91","143,45","161,02","92,11","14,63","29,01","168,15"
8/26/23 6:30,"108,72","137,55","160,77","97,15","14,02","28,88","169,78"
8/26/23 6:40,"112,47","135,52","159,03","95,83","13,62","28,45","169,58"
8/26/23 6:50,"117,71","132,39","156,76","88,73","14,30","28,20","168,48"
8/26/23 7:00,"116,49","131,47","158,58","88,84","15,96","28,12","171,88"
8/26/23 7:10,"116,36","128,07","154,45","87,67","17,89","28,33","169,24"
8/26/23 7:20,"116,87","127,18","152,25","85,71","19,26","26,71","173,48"
8/26/23 7:30,"117,19","131,73","153,05","86,04","19,01","24,86","166,38"
8/26/23 7:40,"115,51","132,42","149,16","87,18","19,70","24,86","167,00"
8/26/23 7:50,"114,18","130,81","149,51","84,16","21,28","24,38","166,22"
8/26/23 8:00,"108,80","126,40","152,11","80,16","20,63","24,24","169,43"
8/26/23 8:10,"108,28","128,55","151,66","80,92","20,37","24,30","164,47"
8/26/23 8:20,"102,62","125,54","153,55","78,34","20,79","24,26","167,02"
8/26/23 8:30,"108,82","126,41","154,78","77,74","21,12","24,35","172,72"
8/26/23 8:40,"109,95","130,60","156,52","73,42","20,94","24,29","164,38"
8/26/23 8:50,"112,42","131,44","160,95","69,85","22,14","23,27","161,52"
8/26/23 9:00,"112,71","129,41","162,29","70,01","22,15","23,99","156,77"
8/26/23 9:10,"113,62","129,82","160,15","69,62","21,69","24,50","157,97"
8/26/23 9:20,"119,71","135,05","159,70","71,23","22,08","24,71","157,95"
8/26/23 9:30,"121,90","134,72","155,55","71,76","21,27","24,61","162,21"
8/26/23 9:40,"126,03","135,81","154,99","71,41","20,57","25,29","163,26"
8/26/23 9:50,"129,42","137,42","149,66","72,87","21,55","25,93","164,37"
8/26/23 10:00,"122,02","140,64","149,51","72,64","23,56","26,60","168,51"
8/26/23 10:10,"120,73","141,01","153,62","77,54","22,74","26,31","161,98"
8/26/23 10:20,"119,17","144,06","159,28","83,01","21,20","26,82","159,07"
8/26/23 10:30,"116,89","143,10","167,99","83,59","18,66","27,27","162,97"
8/26/23 10:40,"114,54","147,98","169,52","87,95","18,02","27,66","161,31"
8/26/23 10:50,"114,08","147,05","164,82","89,67","18,71","28,62","159,39"
8/26/23 11:00,"116,95","146,71","160,36","91,98","17,80","27,91","160,88"
8/26/23 11:10,"116,44","146,05","159,95","90,89","15,70","28,59","150,64"
8/26/23 11:20,"110,89","149,18","171,53","92,98","16,33","30,06","148,70"
8/26/23 11:30,"103,71","153,02","179,94","95,06","15,60","30,36","148,14"
8/26/23 11:40,"104,46","155,05","188,63","93,54","15,80","30,49","158,21"
8/26/23 11:50,"107,66","151,93","188,37","93,20","16,93","30,08","156,23"
8/26/23 12:00,"108,16","147,74","192,58","91,77","16,80","30,61","161,39"
8/26/23 12:10,"107,57","146,18","190,27","91,38","15,71","29,92","161,29"
8/26/23 12:20,"104,93","146,56","187,82","91,86","14,90","30,79","156,40"
8/26/23 12:30,"103,06","145,28","190,10","92,12","15,51","31,20","159,83"
8/26/23 12:40,"99,87","146,57","186,65","92,43","14,31","31,86","159,85"
8/26/23 12:50,"97,97","148,42","190,29","95,24","13,55","32,43","158,37"
8/26/23 13:00,"96,46","145,50","195,66","95,13","13,34","33,17","155,93"
8/26/23 13:10,"104,99","145,77","193,90","94,83","13,02","33,57","158,40"
8/26/23 13:20,"110,21","142,16","193,86","94,56","12,36","34,61","158,10"
8/26/23 13:30,"98,59","141,67","194,36","94,65","12,25","35,48","159,29"
8/26/23 13:40,"98,28","141,60","194,11","95,35","12,39","36,03","156,46"
8/26/23 13:50,"100,14","143,80","195,15","94,96","12,64","36,54","148,44"
8/26/23 14:00,"106,25","145,19","187,47","94,18","12,78","35,26","144,86"
8/26/23 14:10,"105,73","147,91","181,74","93,38","12,84","36,51","144,84"
8/26/23 14:20,"99,87","152,02","179,47","93,73","12,57","36,77","147,11"
8/26/23 14:30,"95,45","148,93","179,61","90,95","13,36","36,85","146,77"
8/26/23 14:40,"98,02","149,19","190,53","91,04","12,63","36,33","143,79"
8/26/23 14:50,"99,55","148,19","198,88","91,13","13,13","34,98","140,38"
8/26/23 15:00,"102,15","148,43","203,42","92,54","12,94","37,28","141,85"
8/26/23 15:10,"99,17","147,07","198,98","93,82","13,95","37,50","142,10"
8/26/23 15:20,"102,42","145,28","199,51","93,11","14,10","36,57","144,73"
8/26/23 15:30,"105,10","150,08","197,58","89,74","14,20","36,71","153,89"
8/26/23 15:40,"104,32","151,64","192,71","83,08","14,23","37,38","159,62"
8/26/23 15:50,"110,03","147,82","186,52","86,44","14,12","36,81","158,19"
8/26/23 16:00,"106,77","148,56","183,01","90,46","14,07","36,69","152,99"
8/26/23 16:10,"105,26","149,78","182,99","94,32","17,19","36,55","151,84"
8/26/23 16:20,"105,25","150,63","182,03","95,46","19,62","35,58","156,84"
8/26/23 16:30,"107,05","150,88","179,20","94,26","19,42","35,07","152,30"
8/26/23 16:40,"112,44","151,15","176,67","94,79","19,53","33,77","151,43"
8/26/23 16:50,"114,68","152,43","179,69","94,41","19,98","33,10","156,82"
8/26/23 17:00,"118,99","147,49","185,78","92,69","21,12","33,00","156,69"
8/26/23 17:10,"118,92","143,41","191,72","93,57","20,74","33,83","153,73"
8/26/23 17:20,"125,38","140,49","190,84","95,97","21,16","33,79","159,17"
8/26/23 17:30,"123,23","140,80","204,13","95,67","22,28","33,90","157,66"
8/26/23 17:40,"126,07","141,08","200,33","97,04","22,40","33,99","149,73"
8/26/23 17:50,"121,73","142,08","196,80","100,07","23,01","33,99","153,78"
8/26/23 18:00,"118,93","142,21","195,07","99,27","23,14","33,95","145,47"
8/26/23 18:10,"121,95","142,50","195,91","98,54","23,22","34,17","141,06"
8/26/23 18:20,"109,78","143,19","196,83","99,19","22,82","33,91","146,60"
8/26/23 18:30,"113,03","148,99","195,41","99,46","22,19","34,11","144,92"
8/26/23 18:40,"110,67","144,27","192,22","96,55","21,95","34,34","144,05"
8/26/23 18:50,"111,28","143,55","190,03","94,17","21,27","34,27","143,96"
8/26/23 19:00,"107,43","140,33","189,07","94,09","19,93","34,03","143,40"
8/26/23 19:10,"114,49","131,89","191,31","94,75","20,05","32,41","144,35"
8/26/23 19:20,"120,17","128,84","190,32","94,51","20,14","31,05","147,31"
8/26/23 19:30,"121,66","126,93","185,51","94,44","19,94","32,49","147,02"
8/26/23 19:40,"121,09","132,53","182,35","94,51","17,70","31,72","150,72"
8/26/23 19:50,"123,03","134,45","181,76","93,62","15,82","31,65","150,24"
8/26/23 20:00,"118,96","135,28","181,06","93,76","13,85","32,71","148,90"
8/26/23 20:10,"120,96","129,60","181,83","96,14","13,78","34,82","148,90"
8/26/23 20:20,"123,29","126,01","186,38","97,79","13,96","36,96","150,71"
8/26/23 20:30,"122,71","130,82","187,58","99,10","13,51","39,21","154,71"
8/26/23 20:40,"122,75","131,15","186,66","99,19","13,75","39,91","153,65"
8/26/23 20:50,"123,75","130,25","185,86","100,05","14,27","40,83","146,10"
8/26/23 21:00,"124,58","131,00","188,38","99,58","13,61","41,91","143,99"
8/26/23 21:10,"123,53","129,29","187,88","99,70","13,27","41,33","143,00"
8/26/23 21:20,"128,01","126,74","187,21","97,10","13,14","41,33","143,79"
8/26/23 21:30,"132,56","122,07","187,68","97,13","14,22","40,80","142,74"
8/26/23 21:40,"131,04","119,99","187,80","97,08","13,85","40,86","143,09"
8/26/23 21:50,"132,09","119,28","184,36","96,73","14,16","40,67","147,45"
8/26/23 22:00,"128,10","120,80","180,38","96,54","13,17","40,09","144,17"
8/26/23 22:10,"128,65","121,46","178,04","96,47","12,67","40,36","136,89"
8/26/23 22:20,"124,38","126,03","178,19","96,19","11,75","40,63","140,58"
8/26/23 22:30,"124,59","128,18","179,73","95,27","11,46","41,42","138,17"
8/26/23 22:40,"124,83","123,17","174,61","95,13","11,16","39,94","137,29"
8/26/23 22:50,"127,02","122,30","174,26","94,73","11,02","38,64","139,55"
8/26/23 23:00,"128,35","120,47","172,87","94,81","11,47","38,09","142,31"
8/26/23 23:10,"130,03","119,11","169,34","93,39","12,00","38,36","140,73"
8/26/23 23:20,"129,18","117,81","168,79","89,13","11,39","38,36","140,32"
8/26/23 23:30,"129,11","118,97","168,64","92,61","11,80","38,00","140,29"
8/26/23 23:40,"130,98","122,04","166,68","86,75","12,05","37,29","141,91"
8/26/23 23:50,"129,29","123,54","168,39","85,96","11,66","37,21","135,47"
8/27/23 0:00,"127,17","120,84","165,98","81,13","11,44","36,84","138,17"
8/27/23 0:10,"127,25","121,35","161,53","74,49","11,43","37,10","161,94"
8/27/23 0:20,"125,81","122,23","159,92","73,84","11,66","36,57","161,30"
8/27/23 0:30,"123,94","120,18","166,78","73,57","11,65","36,16","166,59"
8/27/23 0:40,"125,60","121,08","169,76","67,66","11,34","35,98","162,89"
8/27/23 0:50,"131,17","123,74","169,65","71,65","11,10","35,56","156,50"
8/27/23 1:00,"131,16","119,85","166,11","72,23","11,12","35,43","150,02"
8/27/23 1:10,"128,91","111,36","145,23","71,35","10,86","34,80","149,97"
8/27/23 1:20,"129,05","105,10","139,14","71,63","11,17","34,30","147,84"
8/27/23 1:30,"129,19","97,88","137,42","71,62","11,20","34,09","144,72"
8/27/23 1:40,"127,95","96,60","133,22","70,81","11,11","34,24","147,21"
8/27/23 1:50,"127,20","95,28","128,52","71,11","10,98","33,78","144,93"
8/27/23 2:00,"126,67","93,27","129,92","70,78","10,92","33,31","141,76"
8/27/23 2:10,"123,67","91,06","128,58","71,09","10,59","33,00","146,45"
8/27/23 2:20,"122,82","87,58","127,77","71,18","10,48","33,17","142,03"
8/27/23 2:30,"123,01","87,75","124,70","71,56","10,22","32,81","132,71"
8/27/23 2:40,"121,43","82,14","122,29","71,75","9,88","32,58","140,00"
8/27/23 2:50,"120,94","82,79","122,52","71,23","9,55","32,07","137,25"
8/27/23 3:00,"120,31","78,45","123,26","66,15","9,29","31,63","142,54"
8/27/23 3:10,"121,11","81,64","125,10","69,09","9,10","31,38","144,08"
8/27/23 3:20,"120,86","83,86","121,46","70,99","9,18","31,17","139,69"
8/27/23 3:30,"119,89","85,28","113,32","71,09","9,03","30,98","143,50"
8/27/23 3:40,"116,92","84,15","110,22","71,41","8,91","30,77","138,91"
8/27/23 3:50,"120,32","83,41","114,82","71,15","8,92","30,55","144,90"
8/27/23 4:00,"119,40","80,91","116,61","67,14","8,86","30,73","139,37"
8/27/23 4:10,"118,79","80,77","116,14","64,34","8,94","30,36","138,61"
8/27/23 4:20,"120,70","77,47","112,58","64,55","8,82","29,73","143,15"
8/27/23 4:30,"120,45","77,84","108,05","63,85","8,90","29,36","142,62"
8/27/23 4:40,"119,76","77,08","109,01","60,30","12,93","29,16","145,26"
8/27/23 4:50,"120,59","76,30","109,93","57,85","13,26","28,52","138,70"
8/27/23 5:00,"115,76","76,29","109,00","57,55","12,25","28,55","139,00"
8/27/23 5:10,"108,53","75,62","106,79","57,28","12,10","28,41","134,86"
8/27/23 5:20,"108,64","74,77","103,14","57,48","12,31","28,43","133,55"
8/27/23 5:30,"108,43","75,11","105,16","57,74","12,14","27,97","135,66"
8/27/23 5:40,"111,95","74,41","107,06","61,31","13,24","27,66","135,57"
8/27/23 5:50,"113,33","71,10","106,41","65,28","14,49","28,03","135,53"
8/27/23 6:00,"112,57","73,28","111,11","69,77","16,07","28,23","129,65"
8/27/23 6:10,"114,76","77,58","106,47","70,50","16,09","29,46","136,04"
8/27/23 6:20,"111,97","76,84","103,60","70,72","15,01","29,06","134,22"
8/27/23 6:30,"107,84","79,27","102,56","70,86","15,55","28,17","130,19"
8/27/23 6:40,"109,95","78,55","102,52","70,04","15,71","27,97","127,15"
8/27/23 6:50,"116,19","79,49","99,54","69,57","17,22","27,80","131,82"
8/27/23 7:00,"117,06","76,67","102,64","69,52","17,77","27,24","132,23"
8/27/23 7:10,"116,38","74,96","102,98","68,70","19,05","27,19","132,35"
8/27/23 7:20,"113,00","73,89","107,84","68,55","17,70","26,62","134,09"
8/27/23 7:30,"116,37","75,65","101,87","71,59","17,33","25,42","132,58"
8/27/23 7:40,"119,47","75,65","100,29","76,98","19,83","24,96","134,30"
8/27/23 7:50,"108,94","76,06","98,75","76,23","19,76","24,40","139,22"
8/27/23 8:00,"106,02","82,35","100,76","77,19","20,08","22,30","133,07"
8/27/23 8:10,"105,42","82,76","100,29","78,39","19,02","22,45","133,60"
8/27/23 8:20,"105,01","74,00","102,24","75,62","18,92","23,71","139,48"
8/27/23 8:30,"106,24","69,33","104,63","76,66","19,55","25,23","154,24"
8/27/23 8:40,"103,65","70,44","103,48","78,45","19,56","25,20","142,93"
8/27/23 8:50,"105,95","69,71","104,48","77,91","19,36","25,04","124,91"
8/27/23 9:00,"105,81","69,51","104,65","78,77","19,00","25,45","125,20"
8/27/23 9:10,"104,85","68,51","102,20","79,46","19,16","26,09","122,64"
8/27/23 9:20,"106,96","73,10","112,33","81,96","19,09","25,66","118,31"
8/27/23 9:30,"107,29","75,39","115,23","81,95","19,26","26,39","121,38"
8/27/23 9:40,"105,82","76,21","110,98","82,10","20,01","26,23","123,29"
8/27/23 9:50,"108,90","71,26","105,20","82,42","19,67","26,17","125,91"
8/27/23 10:00,"106,89","72,94","99,62","82,43","19,36","26,87","127,52"
8/27/23 10:10,"108,78","73,01","100,75","83,33","19,02","27,62","130,69"
8/27/23 10:20,"113,27","74,47","101,89","82,64","16,86","26,09","128,52"
8/27/23 10:30,"106,97","79,58","104,03","78,32","14,88","26,37","126,92"
8/27/23 10:40,"115,28","80,92","118,09","78,64","14,13","27,19","123,30"
8/27/23 10:50,"116,09","83,37","122,32","74,18","13,02","27,67","121,95"
8/27/23 11:00,"116,94","84,80","133,08","75,49","12,70","27,30","123,19"
8/27/23 11:10,"118,37","88,26","143,71","78,96","13,18","28,05","126,77"
8/27/23 11:20,"120,35","91,06","145,80","79,38","13,67","28,99","126,77"
8/27/23 11:30,"119,68","91,98","151,73","75,62","13,31","29,47","117,04"
8/27/23 11:40,"120,04","95,87","155,93","80,69","12,04","29,10","122,35"
8/27/23 11:50,"122,43","104,17","160,74","88,74","11,31","29,64","120,51"
8/27/23 12:00,"121,74","110,58","157,30","91,85","11,16","30,51","124,61"
8/27/23 12:10,"125,20","112,02","151,57","93,04","11,42","30,81","124,96"
8/27/23 12:20,"120,06","107,71","148,27","92,09","10,56","31,89","126,53"
8/27/23 12:30,"117,46","104,04","151,58","90,17","10,57","31,80","131,83"
8/27/23 12:40,"118,40","107,24","152,63","89,30","10,80","32,06","131,69"
8/27/23 12:50,"118,18","109,29","155,76","90,61","10,91","32,78","134,15"
8/27/23 13:00,"119,11","110,59","160,87","90,34","10,86","32,85","140,93"
8/27/23 13:10,"120,76","111,36","160,22","91,99","10,50","33,05","140,87"
8/27/23 13:20,"118,36","113,12","161,26","92,48","10,43","33,46","145,32"
8/27/23 13:30,"122,90","115,15","162,71","94,13","10,27","33,13","145,01"
8/27/23 13:40,"125,22","122,43","157,95","92,97","9,75","33,23","142,52"
8/27/23 13:50,"124,79","123,30","155,65","88,30","9,91","32,37","144,75"
8/27/23 14:00,"122,86","119,12","153,96","88,03","10,37","33,39","145,26"
8/27/23 14:10,"119,40","121,82","152,46","83,83","11,14","33,84","145,39"
8/27/23 14:20,"116,00","122,48","160,49","89,74","11,83","33,21","151,00"
8/27/23 14:30,"115,30","122,60","159,41","89,00","11,69","32,99","151,18"
8/27/23 14:40,"117,57","124,76","156,64","90,03","11,65","33,84","151,11"
8/27/23 14:50,"120,58","118,97","155,47","91,77","11,64","34,13","153,77"
8/27/23 15:00,"120,16","116,19","158,42","95,54","11,77","33,83","156,38"
8/27/23 15:10,"122,57","115,50","163,97","100,29","12,25","33,33","156,74"
8/27/23 15:20,"116,31","114,11","157,10","97,75","13,13","33,55","151,05"
8/27/23 15:30,"115,82","107,23","161,11","98,80","14,07","32,94","153,49"
8/27/23 15:40,"115,02","105,93","157,91","100,79","13,34","31,90","153,62"
8/27/23 15:50,"110,34","104,92","159,80","102,81","13,46","31,27","153,81"
8/27/23 16:00,"108,10","102,40","161,45","102,38","12,07","30,56","154,19"
8/27/23 16:10,"105,60","107,45","163,00","100,65","12,87","29,93","160,52"
8/27/23 16:20,"106,73","112,72","166,12","99,32","13,60","30,68","156,77"
8/27/23 16:30,"106,33","113,25","170,02","100,43","14,39","30,02","153,57"
8/27/23 16:40,"107,54","112,07","166,17","99,19","15,30","29,28","156,80"
8/27/23 16:50,"107,64","109,76","168,96","97,87","20,02","29,47","150,48"
8/27/23 17:00,"102,79","111,99","171,11","100,19","21,69","29,83","152,32"
8/27/23 17:10,"109,35","111,02","166,05","100,65","21,39","29,77","152,66"
8/27/23 17:20,"105,96","110,71","166,58","101,20","21,38","30,05","156,93"
8/27/23 17:30,"102,40","114,71","171,42","104,54","21,53","31,13","155,66"
8/27/23 17:40,"102,17","118,06","172,67","105,57","21,50","31,06","153,15"
8/27/23 17:50,"101,24","125,20","172,57","104,05","21,93","31,64","151,83"
8/27/23 18:00,"99,66","118,27","174,44","99,22","21,11","31,89","152,12"
8/27/23 18:10,"100,79","115,74","176,23","98,39","19,78","31,82","150,13"
8/27/23 18:20,"100,10","114,63","181,82","98,01","19,82","31,76","148,67"
8/27/23 18:30,"100,93","115,09","178,43","98,13","18,42","30,86","149,23"
8/27/23 18:40,"101,10","113,00","175,18","96,91","18,16","30,97","153,12"
8/27/23 18:50,"98,59","109,58","171,65","97,92","17,65","30,91","159,25"
8/27/23 19:00,"94,53","117,61","168,53","95,83","16,68","30,95","162,17"
8/27/23 19:10,"94,75","119,50","169,86","95,17","15,95","30,06","167,45"
8/27/23 19:20,"95,04","120,90","172,68","95,10","16,24","29,69","170,04"
8/27/23 19:30,"96,69","118,62","177,54","92,51","15,63","30,76","173,64"
8/27/23 19:40,"102,16","119,31","182,27","98,07","14,67","32,04","176,19"
8/27/23 19:50,"94,72","119,95","180,38","102,15","14,23","31,61","171,76"
8/27/23 20:00,"102,28","120,10","185,00","103,44","13,99","31,43","172,84"
8/27/23 20:10,"103,64","123,25","184,36","102,97","14,44","33,73","175,33"
8/27/23 20:20,"102,60","127,70","187,72","102,13","14,79","35,84","177,05"
8/27/23 20:30,"104,98","129,57","194,95","100,34","15,47","39,00","180,44"
8/27/23 20:40,"106,97","129,80","194,76","100,52","15,19","39,77","151,73"
8/27/23 20:50,"110,60","131,00","197,38","99,05","14,13","39,23","155,26"
8/27/23 21:00,"108,40","130,02","201,95","100,60","12,24","39,47","159,19"
8/27/23 21:10,"113,34","129,30","192,62","100,80","11,36","39,14","157,97"
8/27/23 21:20,"113,82","128,15","193,30","101,43","10,83","38,69","152,88"
8/27/23 21:30,"115,72","126,57","188,74","100,78","11,13","38,91","148,83"
8/27/23 21:40,"118,59","131,32","189,13","100,18","11,36","37,98","147,63"
8/27/23 21:50,"118,06","133,29","186,93","97,34","11,51","38,39","144,40"
8/27/23 22:00,"118,90","130,71","191,38","96,22","11,58","38,48","139,31"
8/27/23 22:10,"116,66","128,23","186,63","95,76","11,57","38,28","140,64"
8/27/23 22:20,"118,71","129,93","193,52","90,87","11,82","38,71","144,17"
8/27/23 22:30,"116,73","128,94","194,24","90,03","11,74","38,44","140,93"
8/27/23 22:40,"118,44","128,77","192,87","93,71","11,41","37,96","142,06"
8/27/23 22:50,"118,24","127,25","193,98","92,76","11,43","37,66","144,32"
8/27/23 23:00,"117,96","127,44","188,57","92,63","11,62","37,40","146,45"
8/27/23 23:10,"116,84","128,79","183,71","92,36","11,48","37,12","142,47"
8/27/23 23:20,"115,17","127,83","181,13","91,66","11,37","37,09","143,57"
8/27/23 23:30,"116,39","125,62","173,75","91,39","11,01","36,94","151,24"
8/27/23 23:40,"115,16","127,22","166,68","88,79","11,36","37,20","145,94"
8/27/23 23:50,"119,60","125,80","166,52","86,24","11,39","36,62","146,07"
8/28/23 0:00,"116,85","123,24","166,45","85,85","11,53","36,88","140,78"
8/28/23 0:10,"114,10","120,58","165,02","85,43","11,64","35,99","141,83"
8/28/23 0:20,"111,97","117,00","162,26","82,42","11,87","35,65","142,39"
8/28/23 0:30,"109,36","118,74","162,06","82,58","11,85","35,32","140,97"
8/28/23 0:40,"109,47","116,79","160,43","82,09","11,03","35,19","139,07"
8/28/23 0:50,"108,00","114,22","157,22","80,99","10,69","35,47","140,52"
8/28/23 1:00,"107,52","112,41","155,02","83,18","10,64","35,77","138,68"
8/28/23 1:10,"106,18","111,78","153,14","81,50","10,97","34,80","135,14"
8/28/23 1:20,"108,11","112,01","158,66","79,54","11,24","33,99","135,43"
8/28/23 1:30,"111,10","111,67","155,69","79,18","10,90","33,13","131,78"
8/28/23 1:40,"111,74","111,46","153,88","79,61","10,15","33,07","135,79"
8/28/23 1:50,"112,10","114,12","154,63","80,25","10,07","32,29","130,02"
8/28/23 2:00,"111,55","114,10","153,34","79,67","10,09","31,79","128,95"
8/28/23 2:10,"110,19","113,58","149,29","79,99","9,92","31,76","131,55"
8/28/23 2:20,"111,46","110,71","144,40","79,54","9,55","31,35","132,45"
8/28/23 2:30,"109,82","111,41","147,55","79,40","9,31","31,58","131,80"
8/28/23 2:40,"109,81","115,57","148,09","79,61","9,06","30,56","137,63"
8/28/23 2:50,"109,73","117,02","146,54","79,98","9,03","31,08","128,30"
8/28/23 3:00,"108,69","115,93","146,62","79,77","8,98","30,80","122,38"
8/28/23 3:10,"108,62","117,98","144,22","72,35","8,88","29,94","128,53"
8/28/23 3:20,"107,21","117,57","144,27","65,30","8,96","27,91","115,78"
8/28/23 3:30,"107,56","114,76","145,24","64,65","8,85","27,78","115,42"
8/28/23 3:40,"108,81","110,72","145,13","60,90","8,79","26,83","120,87"
8/28/23 3:50,"109,78","111,28","144,92","64,73","8,88","28,03","119,13"
8/28/23 4:00,"108,87","111,32","144,29","72,71","8,71","29,07","117,89"
8/28/23 4:10,"107,52","108,24","142,70","77,60","8,88","28,65","120,38"
8/28/23 4:20,"108,40","107,24","143,78","77,74","8,85","27,76","121,10"
8/28/23 4:30,"107,14","101,55","148,85","74,30","8,88","27,32","119,90"
8/28/23 4:40,"106,82","99,47","149,83","69,68","8,92","27,02","116,30"
8/28/23 4:50,"107,12","97,66","150,37","67,79","12,26","26,96","112,54"
8/28/23 5:00,"113,65","96,83","152,07","66,63","12,98","26,36","107,75"
8/28/23 5:10,"120,36","96,36","150,51","69,14","11,69","26,38","106,06"
8/28/23 5:20,"120,72","96,63","150,81","69,57","10,20","26,74","108,26"
8/28/23 5:30,"123,30","102,88","154,78","69,80","10,32","26,74","111,18"
8/28/23 5:40,"122,03","106,24","154,81","70,27","12,79","26,59","110,04"
8/28/23 5:50,"123,25","103,06","152,49","68,72","15,08","26,26","107,29"
8/28/23 6:00,"120,71","102,25","147,96","63,98","16,39","26,57","106,84"
8/28/23 6:10,"119,54","100,46","146,94","67,48","16,14","27,65","106,72"
8/28/23 6:20,"119,28","101,78","145,79","68,19","16,60","27,06","100,10"
8/28/23 6:30,"118,74","105,96","145,25","71,07","16,31","27,18","104,28"
8/28/23 6:40,"118,01","111,68","145,65","76,53","15,27","27,05","102,33"
8/28/23 6:50,"117,99","115,59","144,43","77,15","13,78","26,68","103,45"
8/28/23 7:00,"117,92","116,71","144,26","76,89","13,52","26,69","112,72"
8/28/23 7:10,"116,77","115,01","128,67","76,67","15,99","26,35","120,53"
